Process(V) Name                 Module Base Module Name          Result
0x85e5e920 svchost.exe          0x0760d0000 ole32.dll            OK: module.1360.dee5e920.760d0000.dll
0x85e5e920 svchost.exe          0x074f80000 WINNSI.DLL           OK: module.1360.dee5e920.74f80000.dll
0x85e5e920 svchost.exe          0x0776e0000 IMM32.DLL            OK: module.1360.dee5e920.776e0000.dll
0x85e5e920 svchost.exe          0x0755c0000 srvcli.dll           OK: module.1360.dee5e920.755c0000.dll
0x85e5e920 svchost.exe          0x075d50000 USER32.dll           OK: module.1360.dee5e920.75d50000.dll
0x85e5e920 svchost.exe          0x072110000 diagtrack.dll        OK: module.1360.dee5e920.72110000.dll
0x85e5e920 svchost.exe          0x074ea0000 dhcpcsvc.DLL         OK: module.1360.dee5e920.74ea0000.dll
0x85e61030 svchost.exe          0x000aa0000 svchost.exe          OK: module.1388.dee61030.aa0000.dll
0x85e61030 svchost.exe          0x077b10000 ntdll.dll            OK: module.1388.dee61030.77b10000.dll
0x85e61030 svchost.exe          0x075530000 bcrypt.dll           OK: module.1388.dee61030.75530000.dll
0x85e61030 svchost.exe          0x072340000 wshqos.dll           OK: module.1388.dee61030.72340000.dll
0x85e61030 svchost.exe          0x075a30000                      Error: DllBase is paged
0x85e61030 svchost.exe          0x077830000 kernel32.dll         OK: module.1388.dee61030.77830000.dll
0x85e61030 svchost.exe          0x0756a0000 secur32.dll          OK: module.1388.dee61030.756a0000.dll
0x85e61030 svchost.exe          0x071f60000 webio.dll            OK: module.1388.dee61030.71f60000.dll
0x85e61030 svchost.exe          0x076780000 RPCRT4.dll           OK: module.1388.dee61030.76780000.dll
0x85e61030 svchost.exe          0x076230000 iertutil.dll         Error: DllBase is paged
0x85e61030 svchost.exe          0x06e500000 wlanhlp.dll          OK: module.1388.dee61030.6e500000.dll
0x85e61030 svchost.exe          0x071e40000 SSDPAPI.dll          OK: module.1388.dee61030.71e40000.dll
0x85e61030 svchost.exe          0x074fc0000 bcryptprimitives.dll OK: module.1388.dee61030.74fc0000.dll
0x85e61030 svchost.exe          0x0775d0000 MSCTF.dll            OK: module.1388.dee61030.775d0000.dll
0x85e61030 svchost.exe          0x06e150000 eappprxy.dll         OK: module.1388.dee61030.6e150000.dll
0x85e61030 svchost.exe          0x071e20000 HTTPAPI.dll          OK: module.1388.dee61030.71e20000.dll
0x85e61030 svchost.exe          0x077700000 LPK.dll              OK: module.1388.dee61030.77700000.dll
0x85e61030 svchost.exe          0x075c20000 api-ms-wi...-1-0.dll Error: DllBase is paged
0x85e61030 svchost.exe          0x074630000 wkscli.dll           OK: module.1388.dee61030.74630000.dll
0x85e61030 svchost.exe          0x075a50000 湯ਾ渼...��搼物 Error: DllBase is paged
0x85e61030 svchost.exe          0x06da00000 msxml3.dll           OK: module.1388.dee61030.6da00000.dll
0x85e61030 svchost.exe          0x075060000 IPHLPAPI.DLL         OK: module.1388.dee61030.75060000.dll
0x85e61030 svchost.exe          0x076670000 SHLWAPI.dll          OK: module.1388.dee61030.76670000.dll
0x85e61030 svchost.exe          0x071870000 msxml6.dll           OK: module.1388.dee61030.71870000.dll
0x85e61030 svchost.exe          0x075480000 mswsock.dll          OK: module.1388.dee61030.75480000.dll
0x85e61030 svchost.exe          0x075080000 rsaenh.dll           OK: module.1388.dee61030.75080000.dll
0x85e61030 svchost.exe          0x071e90000 webservices.dll      OK: module.1388.dee61030.71e90000.dll
0x85e61030 svchost.exe          0x0758a0000 SSPICLI.DLL          OK: module.1388.dee61030.758a0000.dll
0x85e61030 svchost.exe          0x073eb0000 XmlLite.dll          OK: module.1388.dee61030.73eb0000.dll
0x85e61030 svchost.exe          0x0764d0000 msvcrt.dll           OK: module.1388.dee61030.764d0000.dll
0x85e61030 svchost.exe          0x0764c0000 NSI.dll              OK: module.1388.dee61030.764c0000.dll
0x85e61030 svchost.exe          0x0766d0000 ADVAPI32.dll         OK: module.1388.dee61030.766d0000.dll
0x85e61030 svchost.exe          0x0750e0000 pcwum.dll            OK: module.1388.dee61030.750e0000.dll
0x85e61030 svchost.exe          0x075220000 DNSAPI.dll           OK: module.1388.dee61030.75220000.dll
0x85e61030 svchost.exe          0x077d00000 GDI32.dll            OK: module.1388.dee61030.77d00000.dll
0x85e61030 svchost.exe          0x075920000 SXS.DLL              OK: module.1388.dee61030.75920000.dll
0x85e61030 svchost.exe          0x075e20000 炱ᘨ靏         Error: DllBase is paged
0x85e61030 svchost.exe          0x075520000 wship6.dll           OK: module.1388.dee61030.75520000.dll
0x85e61030 svchost.exe          0x06e4c0000 OneX.DLL             OK: module.1388.dee61030.6e4c0000.dll
0x85e61030 svchost.exe          0x072510000 Wlanapi.dll          OK: module.1388.dee61030.72510000.dll
0x85e61030 svchost.exe          0x077d50000 -19_Classes          Error: DllBase is paged
0x85e61030 svchost.exe          0x0744c0000 netutils.dll         OK: module.1388.dee61030.744c0000.dll
0x85e61030 svchost.exe          0x071d80000 FunDisc.dll          OK: module.1388.dee61030.71d80000.dll
0x85e61030 svchost.exe          0x077790000 USP10.dll            OK: module.1388.dee61030.77790000.dll
0x85e61030 svchost.exe          0x075ab0000 api-ms-wi...-1-0.dll OK: module.1388.dee61030.75ab0000.dll
0x85e61030 svchost.exe          0x077480000                      Error: DllBase is paged
0x85e61030 svchost.exe          0x073bb0000 dhcpcsvc6.DLL        OK: module.1388.dee61030.73bb0000.dll
0x85e61030 svchost.exe          0x0722a0000 fdrespub.dll         OK: module.1388.dee61030.722a0000.dll
0x85e61030 svchost.exe          0x0765d0000 OLEAUT32.dll         OK: module.1388.dee61030.765d0000.dll
0x85e61030 svchost.exe          0x0750c0000 VERSION.dll          OK: module.1388.dee61030.750c0000.dll
0x85e61030 svchost.exe          0x0750d0000 credssp.dll          OK: module.1388.dee61030.750d0000.dll
0x85e61030 svchost.exe          0x0735e0000 ssdpsrv.dll          OK: module.1388.dee61030.735e0000.dll
0x85e61030 svchost.exe          0x0754c0000 CRYPTSP.dll          OK: module.1388.dee61030.754c0000.dll
0x85e61030 svchost.exe          0x071ff0000 WINHTTP.dll          OK: module.1388.dee61030.71ff0000.dll
0x85e61030 svchost.exe          0x073200000 wlanutil.dll         OK: module.1388.dee61030.73200000.dll
0x85e61030 svchost.exe          0x0765b0000 sechost.dll          OK: module.1388.dee61030.765b0000.dll
0x85e61030 svchost.exe          0x074e20000 FirewallAPI.dll      OK: module.1388.dee61030.74e20000.dll
0x85e61030 svchost.exe          0x075a40000 api-ms-wi...-1-0.dll Error: DllBase is paged
0x85e61030 svchost.exe          0x06e120000 eappcfg.dll          OK: module.1388.dee61030.6e120000.dll
0x85e61030 svchost.exe          0x074640000 ATL.DLL              OK: module.1388.dee61030.74640000.dll
0x85e61030 svchost.exe          0x06fe90000 upnp.dll             OK: module.1388.dee61030.6fe90000.dll
0x85e61030 svchost.exe          0x075c00000 2\upnp.dll           Error: DllBase is paged
0x85e61030 svchost.exe          0x075a60000 KERNELBASE.dll       OK: module.1388.dee61030.75a60000.dll
0x85e61030 svchost.exe          0x075980000 RpcRtRemote.dll      OK: module.1388.dee61030.75980000.dll
0x85e61030 svchost.exe          0x077c70000 CLBCatQ.DLL          OK: module.1388.dee61030.77c70000.dll
0x85e61030 svchost.exe          0x06ce80000 wcncsvc.dll          OK: module.1388.dee61030.6ce80000.dll
0x85e61030 svchost.exe          0x072090000 wsdapi.dll           OK: module.1388.dee61030.72090000.dll
0x85e61030 svchost.exe          0x0776a0000 WS2_32.dll           OK: module.1388.dee61030.776a0000.dll
0x85e61030 svchost.exe          0x075ac0000 api-ms-wi...-1-0.dll Error: DllBase is paged
0x85e61030 svchost.exe          0x074ec0000 wshtcpip.DLL         OK: module.1388.dee61030.74ec0000.dll
0x85e61030 svchost.exe          0x075ce0000 api-ms-wi...-1-0.dll Error: DllBase is paged
0x85e61030 svchost.exe          0x0760d0000 ole32.dll            OK: module.1388.dee61030.760d0000.dll
0x85e61030 svchost.exe          0x074f80000 WINNSI.DLL           OK: module.1388.dee61030.74f80000.dll
0x85e61030 svchost.exe          0x0776e0000 IMM32.DLL            OK: module.1388.dee61030.776e0000.dll
0x85e61030 svchost.exe          0x075d50000 USER32.dll           OK: module.1388.dee61030.75d50000.dll
0x85e61030 svchost.exe          0x075910000 CRYPTBASE.dll        OK: module.1388.dee61030.75910000.dll
0x85e61030 svchost.exe          0x074ea0000 dhcpcsvc.DLL         OK: module.1388.dee61030.74ea0000.dll
0x85eab0d8 taskhost.exe         0x000310000 taskhost.exe         OK: module.1472.deeab0d8.310000.dll
0x85eab0d8 taskhost.exe         0x077b10000 ntdll.dll            OK: module.1472.deeab0d8.77b10000.dll
0x85eab0d8 taskhost.exe         0x074530000 PROPSYS.dll          OK: module.1472.deeab0d8.74530000.dll
0x85eab0d8 taskhost.exe         0x075a30000 profapi.dll          OK: module.1472.deeab0d8.75a30000.dll
0x85eab0d8 taskhost.exe         0x077830000 kernel32.dll         OK: module.1472.deeab0d8.77830000.dll
0x85eab0d8 taskhost.exe         0x076780000 RPCRT4.dll           OK: module.1472.deeab0d8.76780000.dll
0x85eab0d8 taskhost.exe         0x075990000 WINSTA.dll           OK: module.1472.deeab0d8.75990000.dll
0x85eab0d8 taskhost.exe         0x0765b0000 sechost.dll          OK: module.1472.deeab0d8.765b0000.dll
0x85eab0d8 taskhost.exe         0x0775d0000 MSCTF.dll            OK: module.1472.deeab0d8.775d0000.dll
0x85eab0d8 taskhost.exe         0x074010000 dsrole.dll           OK: module.1472.deeab0d8.74010000.dll
0x85eab0d8 taskhost.exe         0x077d50000 normaliz.DLL         OK: module.1472.deeab0d8.77d50000.dll
0x85eab0d8 taskhost.exe         0x077700000 LPK.dll              OK: module.1472.deeab0d8.77700000.dll
0x85eab0d8 taskhost.exe         0x075c20000 api-ms-wi...-1-0.dll OK: module.1472.deeab0d8.75c20000.dll
0x85eab0d8 taskhost.exe         0x076230000 iertutil.dll         OK: module.1472.deeab0d8.76230000.dll
0x85eab0d8 taskhost.exe         0x075a50000 api-ms-wi...-1-0.dll OK: module.1472.deeab0d8.75a50000.dll
0x85eab0d8 taskhost.exe         0x077c60000 psapi.dll            OK: module.1472.deeab0d8.77c60000.dll
0x85eab0d8 taskhost.exe         0x076670000 shlwapi.DLL          OK: module.1472.deeab0d8.76670000.dll
0x85eab0d8 taskhost.exe         0x071480000 HotStartU...gent.dll OK: module.1472.deeab0d8.71480000.dll
0x85eab0d8 taskhost.exe         0x075080000 rsaenh.dll           OK: module.1472.deeab0d8.75080000.dll
0x85eab0d8 taskhost.exe         0x0758a0000 SspiCli.dll          OK: module.1472.deeab0d8.758a0000.dll
0x85eab0d8 taskhost.exe         0x075ab0000 api-ms-wi...-1-0.dll OK: module.1472.deeab0d8.75ab0000.dll
0x85eab0d8 taskhost.exe         0x0750c0000 version.DLL          OK: module.1472.deeab0d8.750c0000.dll
0x85eab0d8 taskhost.exe         0x0766d0000 ADVAPI32.dll         OK: module.1472.deeab0d8.766d0000.dll
0x85eab0d8 taskhost.exe         0x075ce0000 api-ms-wi...-1-0.dll OK: module.1472.deeab0d8.75ce0000.dll
0x85eab0d8 taskhost.exe         0x077d00000 GDI32.dll            OK: module.1472.deeab0d8.77d00000.dll
0x85eab0d8 taskhost.exe         0x073f20000 taskschd.dll         OK: module.1472.deeab0d8.73f20000.dll
0x85eab0d8 taskhost.exe         0x06df30000 sqmapi.dll           OK: module.1472.deeab0d8.6df30000.dll
0x85eab0d8 taskhost.exe         0x070940000 netprofm.dll         OK: module.1472.deeab0d8.70940000.dll
0x85eab0d8 taskhost.exe         0x074660000 MMDevAPI.DLL         OK: module.1472.deeab0d8.74660000.dll
0x85eab0d8 taskhost.exe         0x0711c0000 ESENT.dll            OK: module.1472.deeab0d8.711c0000.dll
0x85eab0d8 taskhost.exe         0x0764c0000 NSI.dll              OK: module.1472.deeab0d8.764c0000.dll
0x85eab0d8 taskhost.exe         0x075980000 RpcRtRemote.dll      OK: module.1472.deeab0d8.75980000.dll
0x85eab0d8 taskhost.exe         0x077790000 USP10.dll            OK: module.1472.deeab0d8.77790000.dll
0x85eab0d8 taskhost.exe         0x070e20000 WINMM.dll            OK: module.1472.deeab0d8.70e20000.dll
0x85eab0d8 taskhost.exe         0x0765d0000 OLEAUT32.dll         OK: module.1472.deeab0d8.765d0000.dll
0x85eab0d8 taskhost.exe         0x0713d0000 api-ms-wi...-1-0.dll OK: module.1472.deeab0d8.713d0000.dll
0x85eab0d8 taskhost.exe         0x0754c0000 CRYPTSP.dll          OK: module.1472.deeab0d8.754c0000.dll
0x85eab0d8 taskhost.exe         0x074ed0000 WTSAPI32.dll         OK: module.1472.deeab0d8.74ed0000.dll
0x85eab0d8 taskhost.exe         0x071410000 PlaySndSrv.dll       OK: module.1472.deeab0d8.71410000.dll
0x85eab0d8 taskhost.exe         0x0764d0000 msvcrt.dll           OK: module.1472.deeab0d8.764d0000.dll
0x85eab0d8 taskhost.exe         0x075e20000 wininet.dll          OK: module.1472.deeab0d8.75e20000.dll
0x85eab0d8 taskhost.exe         0x074020000 nlaapi.dll           OK: module.1472.deeab0d8.74020000.dll
0x85eab0d8 taskhost.exe         0x076830000 SHELL32.dll          OK: module.1472.deeab0d8.76830000.dll
0x85eab0d8 taskhost.exe         0x075a40000 api-ms-wi...-1-0.dll OK: module.1472.deeab0d8.75a40000.dll
0x85eab0d8 taskhost.exe         0x075a60000 KERNELBASE.dll       OK: module.1472.deeab0d8.75a60000.dll
0x85eab0d8 taskhost.exe         0x075c00000 USERENV.dll          OK: module.1472.deeab0d8.75c00000.dll
0x85eab0d8 taskhost.exe         0x077c70000 CLBCatQ.DLL          OK: module.1472.deeab0d8.77c70000.dll
0x85eab0d8 taskhost.exe         0x070680000 dimsjob.dll          OK: module.1472.deeab0d8.70680000.dll
0x85eab0d8 taskhost.exe         0x073ea0000 slc.dll              OK: module.1472.deeab0d8.73ea0000.dll
0x85eab0d8 taskhost.exe         0x0716a0000 MsCtfMonitor.dll     OK: module.1472.deeab0d8.716a0000.dll
0x85eab0d8 taskhost.exe         0x070830000 npmproxy.dll         OK: module.1472.deeab0d8.70830000.dll
0x85eab0d8 taskhost.exe         0x075ac0000 api-ms-wi...-1-0.dll OK: module.1472.deeab0d8.75ac0000.dll
0x85eab0d8 taskhost.exe         0x0760d0000 ole32.dll            OK: module.1472.deeab0d8.760d0000.dll
0x85eab0d8 taskhost.exe         0x071620000 MSUTB.dll            OK: module.1472.deeab0d8.71620000.dll
0x85eab0d8 taskhost.exe         0x0776e0000 IMM32.DLL            OK: module.1472.deeab0d8.776e0000.dll
0x85eab0d8 taskhost.exe         0x075d50000 USER32.dll           OK: module.1472.deeab0d8.75d50000.dll
0x85eab0d8 taskhost.exe         0x075910000 CRYPTBASE.dll        OK: module.1472.deeab0d8.75910000.dll
0x85ec0c70 dwm.exe              0x0003b0000 Dwm.exe              OK: module.1544.deec0c70.3b0000.dll
0x85ec0c70 dwm.exe              0x077b10000 ntdll.dll            OK: module.1544.deec0c70.77b10000.dll
0x85ec0c70 dwm.exe              0x077830000 kernel32.dll         OK: module.1544.deec0c70.77830000.dll
0x85ec0c70 dwm.exe              0x076780000 RPCRT4.dll           OK: module.1544.deec0c70.76780000.dll
0x85ec0c70 dwm.exe              0x073fa0000 dwmapi.dll           OK: module.1544.deec0c70.73fa0000.dll
0x85ec0c70 dwm.exe              0x071db0000 d3d10_1.dll          OK: module.1544.deec0c70.71db0000.dll
0x85ec0c70 dwm.exe              0x0775d0000 MSCTF.dll            OK: module.1544.deec0c70.775d0000.dll
0x85ec0c70 dwm.exe              0x071df0000 dwmredir.dll         OK: module.1544.deec0c70.71df0000.dll
0x85ec0c70 dwm.exe              0x075d20000 WINTRUST.dll         OK: module.1544.deec0c70.75d20000.dll
0x85ec0c70 dwm.exe              0x074440000 UxTheme.dll          OK: module.1544.deec0c70.74440000.dll
0x85ec0c70 dwm.exe              0x071820000 d3d10_1core.dll      OK: module.1544.deec0c70.71820000.dll
0x85ec0c70 dwm.exe              0x071650000 dxgi.dll             OK: module.1544.deec0c70.71650000.dll
0x85ec0c70 dwm.exe              0x075d50000 USER32.dll           OK: module.1544.deec0c70.75d50000.dll
0x85ec0c70 dwm.exe              0x0764d0000 msvcrt.dll           OK: module.1544.deec0c70.764d0000.dll
0x85ec0c70 dwm.exe              0x0750c0000 VERSION.dll          OK: module.1544.deec0c70.750c0000.dll
0x85ec0c70 dwm.exe              0x0766d0000 ADVAPI32.dll         OK: module.1544.deec0c70.766d0000.dll
0x85ec0c70 dwm.exe              0x077d00000 GDI32.dll            OK: module.1544.deec0c70.77d00000.dll
0x85ec0c70 dwm.exe              0x0765b0000 sechost.dll          OK: module.1544.deec0c70.765b0000.dll
0x85ec0c70 dwm.exe              0x077790000 USP10.dll            OK: module.1544.deec0c70.77790000.dll
0x85ec0c70 dwm.exe              0x071a30000 dwmcore.dll          OK: module.1544.deec0c70.71a30000.dll
0x85ec0c70 dwm.exe              0x075a20000 MSASN1.dll           OK: module.1544.deec0c70.75a20000.dll
0x85ec0c70 dwm.exe              0x075a60000 KERNELBASE.dll       OK: module.1544.deec0c70.75a60000.dll
0x85ec0c70 dwm.exe              0x075ad0000 CRYPT32.dll          OK: module.1544.deec0c70.75ad0000.dll
0x85ec0c70 dwm.exe              0x071490000 d3d11.dll            OK: module.1544.deec0c70.71490000.dll
0x85ec0c70 dwm.exe              0x073cb0000 WindowsCodecs.dll    OK: module.1544.deec0c70.73cb0000.dll
0x85ec0c70 dwm.exe              0x0760d0000 ole32.dll            OK: module.1544.deec0c70.760d0000.dll
0x85ec0c70 dwm.exe              0x0776e0000 IMM32.dll            OK: module.1544.deec0c70.776e0000.dll
0x85ec0c70 dwm.exe              0x077700000 LPK.dll              OK: module.1544.deec0c70.77700000.dll
0x85e414b0 cygrunsrv.exe        0x000400000 cygrunsrv.exe        OK: module.1556.dee414b0.400000.dll
0x85e414b0 cygrunsrv.exe        0x077b10000 ntdll.dll            OK: module.1556.dee414b0.77b10000.dll
0x85e414b0 cygrunsrv.exe        0x077830000 kernel32.dll         OK: module.1556.dee414b0.77830000.dll
0x85e414b0 cygrunsrv.exe        0x076780000 RPCRT4.dll           OK: module.1556.dee414b0.76780000.dll
0x85e414b0 cygrunsrv.exe        0x0765b0000 sechost.dll          OK: module.1556.dee414b0.765b0000.dll
0x85e414b0 cygrunsrv.exe        0x0775d0000 MSCTF.dll            OK: module.1556.dee414b0.775d0000.dll
0x85e414b0 cygrunsrv.exe        0x061000000 cygwin1.dll          OK: module.1556.dee414b0.61000000.dll
0x85e414b0 cygrunsrv.exe        0x077700000 LPK.dll              OK: module.1556.dee414b0.77700000.dll
0x85e414b0 cygrunsrv.exe        0x074630000 wkscli.dll           OK: module.1556.dee414b0.74630000.dll
0x85e414b0 cygrunsrv.exe        0x0744c0000 netutils.dll         OK: module.1556.dee414b0.744c0000.dll
0x85e414b0 cygrunsrv.exe        0x0766d0000 ADVAPI32.dll         OK: module.1556.dee414b0.766d0000.dll
0x85e414b0 cygrunsrv.exe        0x0744e0000 netapi32.dll         OK: module.1556.dee414b0.744e0000.dll
0x85e414b0 cygrunsrv.exe        0x077d00000 GDI32.dll            OK: module.1556.dee414b0.77d00000.dll
0x85e414b0 cygrunsrv.exe        0x073960000 SAMCLI.DLL           OK: module.1556.dee414b0.73960000.dll
0x85e414b0 cygrunsrv.exe        0x077790000 USP10.dll            OK: module.1556.dee414b0.77790000.dll
0x85e414b0 cygrunsrv.exe        0x0755c0000 srvcli.dll           OK: module.1556.dee414b0.755c0000.dll
0x85e414b0 cygrunsrv.exe        0x0747f0000 SAMLIB.dll           OK: module.1556.dee414b0.747f0000.dll
0x85e414b0 cygrunsrv.exe        0x0758c0000 apphelp.dll          OK: module.1556.dee414b0.758c0000.dll
0x85e414b0 cygrunsrv.exe        0x0764d0000 msvcrt.dll           OK: module.1556.dee414b0.764d0000.dll
0x85e414b0 cygrunsrv.exe        0x075a60000 KERNELBASE.dll       OK: module.1556.dee414b0.75a60000.dll
0x85e414b0 cygrunsrv.exe        0x0776e0000 IMM32.DLL            OK: module.1556.dee414b0.776e0000.dll
0x85e414b0 cygrunsrv.exe        0x075d50000 USER32.dll           OK: module.1556.dee414b0.75d50000.dll
0x85ed2030 explorer.exe         0x000500000 Explorer.EXE         OK: module.1600.deed2030.500000.dll
0x85ed2030 explorer.exe         0x077b10000 ntdll.dll            OK: module.1600.deed2030.77b10000.dll
0x85ed2030 explorer.exe         0x074530000 PROPSYS.dll          OK: module.1600.deed2030.74530000.dll
0x85ed2030 explorer.exe         0x074a50000 CRYPTUI.dll          OK: module.1600.deed2030.74a50000.dll
0x85ed2030 explorer.exe         0x071e50000 rasadhlp.dll         OK: module.1600.deed2030.71e50000.dll
0x85ed2030 explorer.exe         0x06db80000 werconcpl.dll        OK: module.1600.deed2030.6db80000.dll
0x85ed2030 explorer.exe         0x06d840000 oleacc.dll           OK: module.1600.deed2030.6d840000.dll
0x85ed2030 explorer.exe         0x072d50000 fxsst.dll            OK: module.1600.deed2030.72d50000.dll
0x85ed2030 explorer.exe         0x06ddb0000 fdwcn.dll            OK: module.1600.deed2030.6ddb0000.dll
0x85ed2030 explorer.exe         0x06d8b0000 browcli.dll          OK: module.1600.deed2030.6d8b0000.dll
0x85ed2030 explorer.exe         0x0703c0000 shpafact.dll         OK: module.1600.deed2030.703c0000.dll
0x85ed2030 explorer.exe         0x0719d0000 WINSPOOL.DRV         OK: module.1600.deed2030.719d0000.dll
0x85ed2030 explorer.exe         0x075c00000 USERENV.dll          OK: module.1600.deed2030.75c00000.dll
0x85ed2030 explorer.exe         0x073210000 Actioncenter.dll     OK: module.1600.deed2030.73210000.dll
0x85ed2030 explorer.exe         0x076780000 RPCRT4.dll           OK: module.1600.deed2030.76780000.dll
0x85ed2030 explorer.exe         0x070820000 LINKINFO.dll         OK: module.1600.deed2030.70820000.dll
0x85ed2030 explorer.exe         0x073830000 mssprxy.dll          OK: module.1600.deed2030.73830000.dll
0x85ed2030 explorer.exe         0x074440000 UxTheme.dll          OK: module.1600.deed2030.74440000.dll
0x85ed2030 explorer.exe         0x075a50000 api-ms-wi...-1-0.dll OK: module.1600.deed2030.75a50000.dll
0x85ed2030 explorer.exe         0x075060000 IPHLPAPI.DLL         OK: module.1600.deed2030.75060000.dll
0x85ed2030 explorer.exe         0x0724c0000 wwanapi.dll          OK: module.1600.deed2030.724c0000.dll
0x85ed2030 explorer.exe         0x076670000 SHLWAPI.dll          OK: module.1600.deed2030.76670000.dll
0x85ed2030 explorer.exe         0x06e460000 MpOav.dll            OK: module.1600.deed2030.6e460000.dll
0x85ed2030 explorer.exe         0x0758a0000 SSPICLI.DLL          OK: module.1600.deed2030.758a0000.dll
0x85ed2030 explorer.exe         0x073eb0000 XmlLite.dll          OK: module.1600.deed2030.73eb0000.dll
0x85ed2030 explorer.exe         0x075220000 DNSAPI.dll           OK: module.1600.deed2030.75220000.dll
0x85ed2030 explorer.exe         0x0754c0000 CRYPTSP.dll          OK: module.1600.deed2030.754c0000.dll
0x85ed2030 explorer.exe         0x075ad0000 CRYPT32.dll          OK: module.1600.deed2030.75ad0000.dll
0x85ed2030 explorer.exe         0x0710e0000 CSCAPI.dll           OK: module.1600.deed2030.710e0000.dll
0x85ed2030 explorer.exe         0x0706f0000 thumbcache.dll       OK: module.1600.deed2030.706f0000.dll
0x85ed2030 explorer.exe         0x077d00000 GDI32.dll            OK: module.1600.deed2030.77d00000.dll
0x85ed2030 explorer.exe         0x075920000 SXS.DLL              OK: module.1600.deed2030.75920000.dll
0x85ed2030 explorer.exe         0x06d540000 wcnapi.dll           OK: module.1600.deed2030.6d540000.dll
0x85ed2030 explorer.exe         0x06c120000 NLSData0009.dll      OK: module.1600.deed2030.6c120000.dll
0x85ed2030 explorer.exe         0x0744c0000 netutils.dll         OK: module.1600.deed2030.744c0000.dll
0x85ed2030 explorer.exe         0x071d80000 FunDisc.dll          OK: module.1600.deed2030.71d80000.dll
0x85ed2030 explorer.exe         0x0709a0000 shdocvw.dll          OK: module.1600.deed2030.709a0000.dll
0x85ed2030 explorer.exe         0x072050000 MPR.dll              OK: module.1600.deed2030.72050000.dll
0x85ed2030 explorer.exe         0x0741e0000 DUI70.dll            OK: module.1600.deed2030.741e0000.dll
0x85ed2030 explorer.exe         0x0747f0000 SAMLIB.dll           OK: module.1600.deed2030.747f0000.dll
0x85ed2030 explorer.exe         0x06d8c0000 comsvcs.dll          OK: module.1600.deed2030.6d8c0000.dll
0x85ed2030 explorer.exe         0x070410000 hcproviders.dll      OK: module.1600.deed2030.70410000.dll
0x85ed2030 explorer.exe         0x075990000 WINSTA.dll           OK: module.1600.deed2030.75990000.dll
0x85ed2030 explorer.exe         0x075a20000 MSASN1.dll           OK: module.1600.deed2030.75a20000.dll
0x85ed2030 explorer.exe         0x074030000 es.dll               OK: module.1600.deed2030.74030000.dll
0x85ed2030 explorer.exe         0x074640000 ATL.DLL              OK: module.1600.deed2030.74640000.dll
0x85ed2030 explorer.exe         0x0764c0000 NSI.dll              OK: module.1600.deed2030.764c0000.dll
0x85ed2030 explorer.exe         0x071870000 msxml6.dll           OK: module.1600.deed2030.71870000.dll
0x85ed2030 explorer.exe         0x06ee80000 imapi2.dll           OK: module.1600.deed2030.6ee80000.dll
0x85ed2030 explorer.exe         0x074490000 DUser.dll            OK: module.1600.deed2030.74490000.dll
0x85ed2030 explorer.exe         0x0700b0000 MsftEdit.dll         OK: module.1600.deed2030.700b0000.dll
0x85ed2030 explorer.exe         0x06e2e0000 dfscli.dll           OK: module.1600.deed2030.6e2e0000.dll
0x85ed2030 explorer.exe         0x0738f0000 prnfldr.dll          OK: module.1600.deed2030.738f0000.dll
0x85ed2030 explorer.exe         0x06ff00000 BatMeter.dll         OK: module.1600.deed2030.6ff00000.dll
0x85ed2030 explorer.exe         0x072510000 Wlanapi.dll          OK: module.1600.deed2030.72510000.dll
0x85ed2030 explorer.exe         0x075d50000 USER32.dll           OK: module.1600.deed2030.75d50000.dll
0x85ed2030 explorer.exe         0x06e360000 wcnwiz.dll           OK: module.1600.deed2030.6e360000.dll
0x85ed2030 explorer.exe         0x077970000 SETUPAPI.dll         OK: module.1600.deed2030.77970000.dll
0x85ed2030 explorer.exe         0x074f80000 WINNSI.DLL           OK: module.1600.deed2030.74f80000.dll
0x85ed2030 explorer.exe         0x06e100000 mtxoci.dll           OK: module.1600.deed2030.6e100000.dll
0x85ed2030 explorer.exe         0x073ba0000 WINBRAND.dll         OK: module.1600.deed2030.73ba0000.dll
0x85ed2030 explorer.exe         0x06ddd0000 MLANG.dll            OK: module.1600.deed2030.6ddd0000.dll
0x85ed2030 explorer.exe         0x074000000 HID.DLL              OK: module.1600.deed2030.74000000.dll
0x85ed2030 explorer.exe         0x0756a0000 Secur32.dll          OK: module.1600.deed2030.756a0000.dll
0x85ed2030 explorer.exe         0x075c20000 api-ms-wi...-1-0.dll OK: module.1600.deed2030.75c20000.dll
0x85ed2030 explorer.exe         0x076230000 iertutil.dll         OK: module.1600.deed2030.76230000.dll
0x85ed2030 explorer.exe         0x073840000 QUtil.dll            OK: module.1600.deed2030.73840000.dll
0x85ed2030 explorer.exe         0x074e20000 FirewallAPI.dll      OK: module.1600.deed2030.74e20000.dll
0x85ed2030 explorer.exe         0x0705a0000 dtsh.dll             OK: module.1600.deed2030.705a0000.dll
0x85ed2030 explorer.exe         0x072460000 WSCAPI.dll           OK: module.1600.deed2030.72460000.dll
0x85ed2030 explorer.exe         0x075520000 wship6.dll           OK: module.1600.deed2030.75520000.dll
0x85ed2030 explorer.exe         0x075080000 rsaenh.dll           OK: module.1600.deed2030.75080000.dll
0x85ed2030 explorer.exe         0x073690000 FXSAPI.dll           OK: module.1600.deed2030.73690000.dll
