Process(V) Name                 Module Base Module Name          Result
0x85d67aa8 svchost.exe          0x074810000 audiosrv.dll         OK: module.776.df167aa8.74810000.dll
0x85d67aa8 svchost.exe          0x0765b0000 sechost.dll          OK: module.776.df167aa8.765b0000.dll
0x85d67aa8 svchost.exe          0x074150000 cscsvc.dll           OK: module.776.df167aa8.74150000.dll
0x85d67aa8 svchost.exe          0x074020000 nlaapi.dll           OK: module.776.df167aa8.74020000.dll
0x85d67aa8 svchost.exe          0x076830000 SHELL32.dll          OK: module.776.df167aa8.76830000.dll
0x85d67aa8 svchost.exe          0x06ffc0000 PortableD...eApi.dll OK: module.776.df167aa8.6ffc0000.dll
0x85d67aa8 svchost.exe          0x075a60000 KERNELBASE.dll       OK: module.776.df167aa8.75a60000.dll
0x85d67aa8 svchost.exe          0x075ad0000 CRYPT32.dll          OK: module.776.df167aa8.75ad0000.dll
0x85d67aa8 svchost.exe          0x077c70000 CLBCatQ.DLL          OK: module.776.df167aa8.77c70000.dll
0x85d67aa8 svchost.exe          0x0708f0000 hnetcfg.dll          OK: module.776.df167aa8.708f0000.dll
0x85d67aa8 svchost.exe          0x074640000 ATL.DLL              OK: module.776.df167aa8.74640000.dll
0x85d67aa8 svchost.exe          0x070c90000 fastprox.dll         OK: module.776.df167aa8.70c90000.dll
0x85d67aa8 svchost.exe          0x073ea0000 slc.dll              OK: module.776.df167aa8.73ea0000.dll
0x85d67aa8 svchost.exe          0x0746a0000 AVRT.dll             OK: module.776.df167aa8.746a0000.dll
0x85d67aa8 svchost.exe          0x074500000 PeerDist.dll         OK: module.776.df167aa8.74500000.dll
0x85d67aa8 svchost.exe          0x072ac0000 RASDLG.dll           OK: module.776.df167aa8.72ac0000.dll
0x85d67aa8 svchost.exe          0x0760d0000 ole32.dll            OK: module.776.df167aa8.760d0000.dll
0x85d67aa8 svchost.exe          0x074f80000 WINNSI.DLL           OK: module.776.df167aa8.74f80000.dll
0x85d67aa8 svchost.exe          0x0776e0000 IMM32.DLL            OK: module.776.df167aa8.776e0000.dll
0x85d67aa8 svchost.exe          0x075cf0000 CFGMGR32.dll         OK: module.776.df167aa8.75cf0000.dll
0x85d67aa8 svchost.exe          0x075300000 devrtl.DLL           OK: module.776.df167aa8.75300000.dll
0x85d67aa8 svchost.exe          0x075d50000 USER32.dll           OK: module.776.df167aa8.75d50000.dll
0x85d67aa8 svchost.exe          0x072a70000 netman.dll           OK: module.776.df167aa8.72a70000.dll
0x85d67aa8 svchost.exe          0x075910000 CRYPTBASE.dll        OK: module.776.df167aa8.75910000.dll
0x85d67aa8 svchost.exe          0x070a40000 wbemsvc.dll          OK: module.776.df167aa8.70a40000.dll
0x85d6d030 svchost.exe          0x000aa0000 svchost.exe          OK: module.800.df16d030.aa0000.dll
0x85d6d030 svchost.exe          0x077b10000 ntdll.dll            OK: module.800.df16d030.77b10000.dll
0x85d6d030 svchost.exe          0x075530000 bcrypt.dll           OK: module.800.df16d030.75530000.dll
0x85d6d030 svchost.exe          0x074a50000 CRYPTUI.dll          OK: module.800.df16d030.74a50000.dll
0x85d6d030 svchost.exe          0x070570000 napinsp.dll          OK: module.800.df16d030.70570000.dll
0x85d6d030 svchost.exe          0x06e5f0000 sppcext.dll          OK: module.800.df16d030.6e5f0000.dll
0x85d6d030 svchost.exe          0x075c00000 USERENV.dll          OK: module.800.df16d030.75c00000.dll
0x85d6d030 svchost.exe          0x076780000 RPCRT4.dll           OK: module.800.df16d030.76780000.dll
0x85d6d030 svchost.exe          0x075a50000 api-ms-wi...-1-0.dll OK: module.800.df16d030.75a50000.dll
0x85d6d030 svchost.exe          0x075060000 IPHLPAPI.DLL         OK: module.800.df16d030.75060000.dll
0x85d6d030 svchost.exe          0x076670000 SHLWAPI.dll          OK: module.800.df16d030.76670000.dll
0x85d6d030 svchost.exe          0x0760d0000 ole32.dll            OK: module.800.df16d030.760d0000.dll
0x85d6d030 svchost.exe          0x0758a0000 SSPICLI.DLL          OK: module.800.df16d030.758a0000.dll
0x85d6d030 svchost.exe          0x073eb0000 XmlLite.dll          OK: module.800.df16d030.73eb0000.dll
0x85d6d030 svchost.exe          0x0754c0000 CRYPTSP.dll          OK: module.800.df16d030.754c0000.dll
0x85d6d030 svchost.exe          0x073ad0000 winrnr.dll           OK: module.800.df16d030.73ad0000.dll
0x85d6d030 svchost.exe          0x06e0e0000 fdwsd.dll            OK: module.800.df16d030.6e0e0000.dll
0x85d6d030 svchost.exe          0x077d00000 GDI32.dll            OK: module.800.df16d030.77d00000.dll
0x85d6d030 svchost.exe          0x075920000 SXS.DLL              OK: module.800.df16d030.75920000.dll
0x85d6d030 svchost.exe          0x075ad0000 CRYPT32.dll          OK: module.800.df16d030.75ad0000.dll
0x85d6d030 svchost.exe          0x071d80000 FunDisc.dll          OK: module.800.df16d030.71d80000.dll
0x85d6d030 svchost.exe          0x0739a0000 slwga.dll            OK: module.800.df16d030.739a0000.dll
0x85d6d030 svchost.exe          0x076830000 SHELL32.dll          OK: module.800.df16d030.76830000.dll
0x85d6d030 svchost.exe          0x06e5c0000 WinSCard.dll         OK: module.800.df16d030.6e5c0000.dll
0x85d6d030 svchost.exe          0x075110000 GPAPI.dll            OK: module.800.df16d030.75110000.dll
0x85d6d030 svchost.exe          0x075a20000 MSASN1.dll           OK: module.800.df16d030.75a20000.dll
0x85d6d030 svchost.exe          0x074030000 es.dll               OK: module.800.df16d030.74030000.dll
0x85d6d030 svchost.exe          0x074640000 ATL.DLL              OK: module.800.df16d030.74640000.dll
0x85d6d030 svchost.exe          0x0764c0000 NSI.dll              OK: module.800.df16d030.764c0000.dll
0x85d6d030 svchost.exe          0x071870000 msxml6.dll           OK: module.800.df16d030.71870000.dll
0x85d6d030 svchost.exe          0x06fe80000 fdproxy.dll          OK: module.800.df16d030.6fe80000.dll
0x85d6d030 svchost.exe          0x077d50000 normaliz.DLL         OK: module.800.df16d030.77d50000.dll
0x85d6d030 svchost.exe          0x077970000 SETUPAPI.dll         OK: module.800.df16d030.77970000.dll
0x85d6d030 svchost.exe          0x074f80000 WINNSI.DLL           OK: module.800.df16d030.74f80000.dll
0x85d6d030 svchost.exe          0x072ba0000 RASAPI32.dll         OK: module.800.df16d030.72ba0000.dll
0x85d6d030 svchost.exe          0x074ec0000 wshtcpip.dll         OK: module.800.df16d030.74ec0000.dll
0x85d6d030 svchost.exe          0x06e7c0000 sppcomapi.dll        OK: module.800.df16d030.6e7c0000.dll
0x85d6d030 svchost.exe          0x06ddd0000 MLANG.dll            OK: module.800.df16d030.6ddd0000.dll
0x85d6d030 svchost.exe          0x0756a0000 Secur32.dll          OK: module.800.df16d030.756a0000.dll
0x85d6d030 svchost.exe          0x075c20000 api-ms-wi...-1-0.dll OK: module.800.df16d030.75c20000.dll
0x85d6d030 svchost.exe          0x076230000 iertutil.dll         OK: module.800.df16d030.76230000.dll
0x85d6d030 svchost.exe          0x071e50000 rasadhlp.dll         OK: module.800.df16d030.71e50000.dll
0x85d6d030 svchost.exe          0x075080000 rsaenh.dll           OK: module.800.df16d030.75080000.dll
0x85d6d030 svchost.exe          0x074700000 fntcache.dll         OK: module.800.df16d030.74700000.dll
0x85d6d030 svchost.exe          0x074ed0000 WTSAPI32.dll         OK: module.800.df16d030.74ed0000.dll
0x85d6d030 svchost.exe          0x0765b0000 sechost.dll          OK: module.800.df16d030.765b0000.dll
0x85d6d030 svchost.exe          0x070940000 netprofm.dll         OK: module.800.df16d030.70940000.dll
0x85d6d030 svchost.exe          0x070180000 wer.dll              OK: module.800.df16d030.70180000.dll
0x85d6d030 svchost.exe          0x077790000 USP10.dll            OK: module.800.df16d030.77790000.dll
0x85d6d030 svchost.exe          0x06cda0000 api-ms-wi...-1-0.dll OK: module.800.df16d030.6cda0000.dll
0x85d6d030 svchost.exe          0x077830000 kernel32.dll         OK: module.800.df16d030.77830000.dll
0x85d6d030 svchost.exe          0x06fe20000 pnrpnsp.dll          OK: module.800.df16d030.6fe20000.dll
0x85d6d030 svchost.exe          0x075a40000 api-ms-wi...-1-0.dll OK: module.800.df16d030.75a40000.dll
0x85d6d030 svchost.exe          0x077c70000 CLBCatQ.DLL          OK: module.800.df16d030.77c70000.dll
0x85d6d030 svchost.exe          0x073ea0000 slc.dll              OK: module.800.df16d030.73ea0000.dll
0x85d6d030 svchost.exe          0x075ac0000 api-ms-wi...-1-0.dll OK: module.800.df16d030.75ac0000.dll
0x85d6d030 svchost.exe          0x0750d0000 credssp.dll          OK: module.800.df16d030.750d0000.dll
0x85d6d030 svchost.exe          0x0776e0000 IMM32.DLL            OK: module.800.df16d030.776e0000.dll
0x85d6d030 svchost.exe          0x075cf0000 CFGMGR32.dll         OK: module.800.df16d030.75cf0000.dll
0x85d6d030 svchost.exe          0x075910000 CRYPTBASE.dll        OK: module.800.df16d030.75910000.dll
0x85d6d030 svchost.exe          0x074530000 propsys.dll          OK: module.800.df16d030.74530000.dll
0x85d6d030 svchost.exe          0x073fa0000 dwmapi.dll           OK: module.800.df16d030.73fa0000.dll
0x85d6d030 svchost.exe          0x0705b0000 perftrack.dll        OK: module.800.df16d030.705b0000.dll
0x85d6d030 svchost.exe          0x075400000 msv1_0.DLL           OK: module.800.df16d030.75400000.dll
0x85d6d030 svchost.exe          0x071440000 AEPIC.dll            OK: module.800.df16d030.71440000.dll
0x85d6d030 svchost.exe          0x074020000 nlaapi.dll           OK: module.800.df16d030.74020000.dll
0x85d6d030 svchost.exe          0x0735d0000 powertracker.dll     OK: module.800.df16d030.735d0000.dll
0x85d6d030 svchost.exe          0x073e70000 nsisvc.dll           OK: module.800.df16d030.73e70000.dll
0x85d6d030 svchost.exe          0x075480000 mswsock.dll          OK: module.800.df16d030.75480000.dll
0x85d6d030 svchost.exe          0x0700a0000 fdphost.dll          OK: module.800.df16d030.700a0000.dll
0x85d6d030 svchost.exe          0x075cc0000 DEVOBJ.dll           OK: module.800.df16d030.75cc0000.dll
0x85d6d030 svchost.exe          0x070730000 wdi.dll              OK: module.800.df16d030.70730000.dll
0x85d6d030 svchost.exe          0x06e580000 TAPI32.dll           OK: module.800.df16d030.6e580000.dll
0x85d6d030 svchost.exe          0x077480000 urlmon.dll           OK: module.800.df16d030.77480000.dll
0x85d6d030 svchost.exe          0x06d5f0000 msi.dll              OK: module.800.df16d030.6d5f0000.dll
0x85d6d030 svchost.exe          0x071ff0000 winhttp.dll          OK: module.800.df16d030.71ff0000.dll
0x85d6d030 svchost.exe          0x0775d0000 MSCTF.dll            OK: module.800.df16d030.775d0000.dll
0x85d6d030 svchost.exe          0x075220000 DNSAPI.dll           OK: module.800.df16d030.75220000.dll
0x85d6d030 svchost.exe          0x070830000 npmproxy.dll         OK: module.800.df16d030.70830000.dll
0x85d6d030 svchost.exe          0x071e40000 SSDPAPI.dll          OK: module.800.df16d030.71e40000.dll
0x85d6d030 svchost.exe          0x06e0c0000 fdssdp.dll           OK: module.800.df16d030.6e0c0000.dll
0x85d6d030 svchost.exe          0x075a60000 KERNELBASE.dll       OK: module.800.df16d030.75a60000.dll
0x85d6d030 svchost.exe          0x075680000 cryptdll.dll         OK: module.800.df16d030.75680000.dll
0x85d6d030 svchost.exe          0x0748b0000 comctl32.dll         OK: module.800.df16d030.748b0000.dll
0x85d6d030 svchost.exe          0x070ec0000 sppc.dll             OK: module.800.df16d030.70ec0000.dll
0x85d6d030 svchost.exe          0x0764d0000 msvcrt.dll           OK: module.800.df16d030.764d0000.dll
0x85d6d030 svchost.exe          0x077700000 LPK.dll              OK: module.800.df16d030.77700000.dll
0x85d6d030 svchost.exe          0x0739b0000 sppuinotify.dll      OK: module.800.df16d030.739b0000.dll
0x85d6d030 svchost.exe          0x074fc0000 bcryptprimitives.dll OK: module.800.df16d030.74fc0000.dll
0x85d6d030 svchost.exe          0x0765d0000 OLEAUT32.dll         OK: module.800.df16d030.765d0000.dll
0x85d6d030 svchost.exe          0x071f60000 webio.dll            OK: module.800.df16d030.71f60000.dll
0x85d6d030 svchost.exe          0x075a30000 profapi.dll          OK: module.800.df16d030.75a30000.dll
0x85d6d030 svchost.exe          0x071e90000 webservices.dll      OK: module.800.df16d030.71e90000.dll
0x85d6d030 svchost.exe          0x074e20000 FirewallAPI.dll      OK: module.800.df16d030.74e20000.dll
0x85d6d030 svchost.exe          0x0704a0000 ieproxy.dll          OK: module.800.df16d030.704a0000.dll
0x85d6d030 svchost.exe          0x075ab0000 api-ms-wi...-1-0.dll OK: module.800.df16d030.75ab0000.dll
0x85d6d030 svchost.exe          0x0750c0000 version.DLL          OK: module.800.df16d030.750c0000.dll
0x85d6d030 svchost.exe          0x0766d0000 ADVAPI32.dll         OK: module.800.df16d030.766d0000.dll
0x85d6d030 svchost.exe          0x075ce0000 api-ms-wi...-1-0.dll OK: module.800.df16d030.75ce0000.dll
0x85d6d030 svchost.exe          0x075e20000 WININET.dll          OK: module.800.df16d030.75e20000.dll
0x85d6d030 svchost.exe          0x075520000 wship6.dll           OK: module.800.df16d030.75520000.dll
0x85d6d030 svchost.exe          0x075980000 RpcRtRemote.dll      OK: module.800.df16d030.75980000.dll
0x85d6d030 svchost.exe          0x073bb0000 dhcpcsvc6.DLL        OK: module.800.df16d030.73bb0000.dll
0x85d6d030 svchost.exe          0x074010000 dsrole.dll           OK: module.800.df16d030.74010000.dll
0x85d6d030 svchost.exe          0x073670000 rasman.dll           OK: module.800.df16d030.73670000.dll
0x85d6d030 svchost.exe          0x073c30000 fwpuclnt.dll         OK: module.800.df16d030.73c30000.dll
0x85d6d030 svchost.exe          0x072090000 wsdapi.dll           OK: module.800.df16d030.72090000.dll
0x85d6d030 svchost.exe          0x0776a0000 WS2_32.dll           OK: module.800.df16d030.776a0000.dll
0x85d6d030 svchost.exe          0x075d50000 USER32.dll           OK: module.800.df16d030.75d50000.dll
0x85d6d030 svchost.exe          0x074ea0000 dhcpcsvc.DLL         OK: module.800.df16d030.74ea0000.dll
0x85d7a6d8 svchost.exe          0x000aa0000 svchost.exe          OK: module.824.df17a6d8.aa0000.dll
0x85d7a6d8 svchost.exe          0x077b10000 ntdll.dll            OK: module.824.df17a6d8.77b10000.dll
0x85d7a6d8 svchost.exe          0x070d30000 sqmapi.dll           OK: module.824.df17a6d8.70d30000.dll
0x85d7a6d8 svchost.exe          0x070450000 tcpipcfg.dll         OK: module.824.df17a6d8.70450000.dll
0x85d7a6d8 svchost.exe          0x075530000 bcrypt.dll           OK: module.824.df17a6d8.75530000.dll
0x85d7a6d8 svchost.exe          0x071f60000 webio.dll            OK: module.824.df17a6d8.71f60000.dll
0x85d7a6d8 svchost.exe          0x073670000 rasman.dll           OK: module.824.df17a6d8.73670000.dll
0x85d7a6d8 svchost.exe          0x070b80000 browser.dll          OK: module.824.df17a6d8.70b80000.dll
0x85d7a6d8 svchost.exe          0x070530000 NCI.dll              OK: module.824.df17a6d8.70530000.dll
0x85d7a6d8 svchost.exe          0x070a60000 esscli.dll           OK: module.824.df17a6d8.70a60000.dll
0x85d7a6d8 svchost.exe          0x0739d0000 FVEAPI.dll           OK: module.824.df17a6d8.739d0000.dll
0x85d7a6d8 svchost.exe          0x06d5f0000 msi.dll              OK: module.824.df17a6d8.6d5f0000.dll
0x85d7a6d8 svchost.exe          0x075c00000 USERENV.dll          OK: module.824.df17a6d8.75c00000.dll
0x85d7a6d8 svchost.exe          0x06d210000 advpack.dll          OK: module.824.df17a6d8.6d210000.dll
0x85d7a6d8 svchost.exe          0x076780000 RPCRT4.dll           OK: module.824.df17a6d8.76780000.dll
0x85d7a6d8 svchost.exe          0x073820000 rtutils.dll          OK: module.824.df17a6d8.73820000.dll
0x85d7a6d8 svchost.exe          0x074440000 UxTheme.dll          OK: module.824.df17a6d8.74440000.dll
0x85d7a6d8 svchost.exe          0x070a50000 SSCORE.DLL           OK: module.824.df17a6d8.70a50000.dll
0x85d7a6d8 svchost.exe          0x076670000 SHLWAPI.dll          OK: module.824.df17a6d8.76670000.dll
0x85d7a6d8 svchost.exe          0x0760d0000 ole32.dll            OK: module.824.df17a6d8.760d0000.dll
0x85d7a6d8 svchost.exe          0x0758a0000 SspiCli.dll          OK: module.824.df17a6d8.758a0000.dll
0x85d7a6d8 svchost.exe          0x073eb0000 XmlLite.dll          OK: module.824.df17a6d8.73eb0000.dll
0x85d7a6d8 svchost.exe          0x0754c0000 CRYPTSP.dll          OK: module.824.df17a6d8.754c0000.dll
0x85d7a6d8 svchost.exe          0x075ad0000 CRYPT32.dll          OK: module.824.df17a6d8.75ad0000.dll
0x85d7a6d8 svchost.exe          0x0750e0000 pcwum.dll            OK: module.824.df17a6d8.750e0000.dll
0x85d7a6d8 svchost.exe          0x077d00000 GDI32.dll            OK: module.824.df17a6d8.77d00000.dll
0x85d7a6d8 svchost.exe          0x075920000 SXS.DLL              OK: module.824.df17a6d8.75920000.dll
0x85d7a6d8 svchost.exe          0x073540000 SPFILEQ.dll          OK: module.824.df17a6d8.73540000.dll
0x85d7a6d8 svchost.exe          0x0744c0000 netutils.dll         OK: module.824.df17a6d8.744c0000.dll
0x85d7a6d8 svchost.exe          0x075770000 SYSNTFY.dll          OK: module.824.df17a6d8.75770000.dll
0x85d7a6d8 svchost.exe          0x076830000 SHELL32.dll          OK: module.824.df17a6d8.76830000.dll
0x85d7a6d8 svchost.exe          0x0755c0000 srvcli.dll           OK: module.824.df17a6d8.755c0000.dll
0x85d7a6d8 svchost.exe          0x06ebd0000 dbghelp.dll          OK: module.824.df17a6d8.6ebd0000.dll
0x85d7a6d8 svchost.exe          0x0747f0000 SAMLIB.dll           OK: module.824.df17a6d8.747f0000.dll
0x85d7a6d8 svchost.exe          0x06ced0000 msdelta.dll          OK: module.824.df17a6d8.6ced0000.dll
0x85d7a6d8 svchost.exe          0x075990000 WINSTA.dll           OK: module.824.df17a6d8.75990000.dll
0x85d7a6d8 svchost.exe          0x075a20000 MSASN1.dll           OK: module.824.df17a6d8.75a20000.dll
0x85d7a6d8 svchost.exe          0x074030000 ES.DLL               OK: module.824.df17a6d8.74030000.dll
0x85d7a6d8 svchost.exe          0x074640000 ATL.DLL              OK: module.824.df17a6d8.74640000.dll
0x85d7a6d8 svchost.exe          0x072260000 CLUSAPI.DLL          OK: module.824.df17a6d8.72260000.dll
0x85d7a6d8 svchost.exe          0x0764c0000 NSI.dll              OK: module.824.df17a6d8.764c0000.dll
0x85d7a6d8 svchost.exe          0x070c30000 NTDSAPI.dll          OK: module.824.df17a6d8.70c30000.dll
0x85d7a6d8 svchost.exe          0x06e8f0000 wuaueng.dll          OK: module.824.df17a6d8.6e8f0000.dll
0x85d7a6d8 svchost.exe          0x075130000 SPINF.dll            OK: module.824.df17a6d8.75130000.dll
0x85d7a6d8 svchost.exe          0x075d50000 USER32.dll           OK: module.824.df17a6d8.75d50000.dll
0x85d7a6d8 svchost.exe          0x073970000 FVECERTS.dll         OK: module.824.df17a6d8.73970000.dll
0x85d7a6d8 svchost.exe          0x074f80000 WINNSI.DLL           OK: module.824.df17a6d8.74f80000.dll
0x85d7a6d8 svchost.exe          0x075590000 AUTHZ.dll            OK: module.824.df17a6d8.75590000.dll
0x85d7a6d8 svchost.exe          0x070ba0000 srvsvc.dll           OK: module.824.df17a6d8.70ba0000.dll
0x85d7a6d8 svchost.exe          0x073610000 ndiscapCfg.dll       OK: module.824.df17a6d8.73610000.dll
0x85d7a6d8 svchost.exe          0x0756a0000 secur32.dll          OK: module.824.df17a6d8.756a0000.dll
0x85d7a6d8 svchost.exe          0x070840000 repdrvfs.dll         OK: module.824.df17a6d8.70840000.dll
0x85d7a6d8 svchost.exe          0x071e50000 rasadhlp.dll         OK: module.824.df17a6d8.71e50000.dll
0x85d7a6d8 svchost.exe          0x075080000 rsaenh.dll           OK: module.824.df17a6d8.75080000.dll
0x85d7a6d8 svchost.exe          0x0764d0000 msvcrt.dll           OK: module.824.df17a6d8.764d0000.dll
0x85d7a6d8 svchost.exe          0x0758c0000 apphelp.dll          OK: module.824.df17a6d8.758c0000.dll
0x85d7a6d8 svchost.exe          0x074ed0000 WTSAPI32.dll         OK: module.824.df17a6d8.74ed0000.dll
0x85d7a6d8 svchost.exe          0x0744e0000 NETAPI32.dll         OK: module.824.df17a6d8.744e0000.dll
0x85d7a6d8 svchost.exe          0x070bd0000 wbemprox.dll         OK: module.824.df17a6d8.70bd0000.dll
0x85d7a6d8 svchost.exe          0x075d20000 WINTRUST.dll         OK: module.824.df17a6d8.75d20000.dll
0x85d7a6d8 svchost.exe          0x070940000 netprofm.dll         OK: module.824.df17a6d8.70940000.dll
0x85d7a6d8 svchost.exe          0x074f50000 ntmarta.dll          OK: module.824.df17a6d8.74f50000.dll
0x85d7a6d8 svchost.exe          0x073560000 mspatcha.dll         OK: module.824.df17a6d8.73560000.dll
0x85d7a6d8 svchost.exe          0x070180000 wer.dll              OK: module.824.df17a6d8.70180000.dll
0x85d7a6d8 svchost.exe          0x077790000 USP10.dll            OK: module.824.df17a6d8.77790000.dll
0x85d7a6d8 svchost.exe          0x06cda0000 api-ms-wi...-1-0.dll OK: module.824.df17a6d8.6cda0000.dll
0x85d7a6d8 svchost.exe          0x0746e0000 wups2.dll            OK: module.824.df17a6d8.746e0000.dll
0x85d7a6d8 svchost.exe          0x0755e0000 wevtapi.dll          OK: module.824.df17a6d8.755e0000.dll
0x85d7a6d8 svchost.exe          0x072200000 RESUTILS.DLL         OK: module.824.df17a6d8.72200000.dll
0x85d7a6d8 svchost.exe          0x0748b0000 comctl32.dll         OK: module.824.df17a6d8.748b0000.dll
0x85d7a6d8 svchost.exe          0x074e20000 FirewallAPI.dll      OK: module.824.df17a6d8.74e20000.dll
0x85d7a6d8 svchost.exe          0x070480000 rascfg.dll           OK: module.824.df17a6d8.70480000.dll
0x85d7a6d8 svchost.exe          0x070a40000 wbemsvc.dll          OK: module.824.df17a6d8.70a40000.dll
0x85d7a6d8 svchost.exe          0x072050000 MPR.dll              OK: module.824.df17a6d8.72050000.dll
0x85d7a6d8 svchost.exe          0x073660000 bitsperf.dll         OK: module.824.df17a6d8.73660000.dll
0x85d7a6d8 svchost.exe          0x077c70000 CLBCatQ.DLL          OK: module.824.df17a6d8.77c70000.dll
0x85d7a6d8 svchost.exe          0x073ea0000 slc.dll              OK: module.824.df17a6d8.73ea0000.dll
0x85d7a6d8 svchost.exe          0x075550000 ncrypt.dll           OK: module.824.df17a6d8.75550000.dll
0x85d7a6d8 svchost.exe          0x0750d0000 credssp.dll          OK: module.824.df17a6d8.750d0000.dll
0x85d7a6d8 svchost.exe          0x0776e0000 IMM32.DLL            OK: module.824.df17a6d8.776e0000.dll
0x85d7a6d8 svchost.exe          0x075cf0000 CFGMGR32.dll         OK: module.824.df17a6d8.75cf0000.dll
0x85d7a6d8 svchost.exe          0x075300000 devrtl.DLL           OK: module.824.df17a6d8.75300000.dll
0x85d7a6d8 svchost.exe          0x075910000 CRYPTBASE.dll        OK: module.824.df17a6d8.75910000.dll
0x85d7a6d8 svchost.exe          0x074530000 PROPSYS.dll          OK: module.824.df17a6d8.74530000.dll
0x85d7a6d8 svchost.exe          0x070150000 MPRAPI.dll           OK: module.824.df17a6d8.70150000.dll
0x85d7a6d8 svchost.exe          0x070d70000 iphlpsvc.dll         OK: module.824.df17a6d8.70d70000.dll
0x85d7a6d8 svchost.exe          0x073990000 tbs.dll              OK: module.824.df17a6d8.73990000.dll
0x85d7a6d8 svchost.exe          0x0765b0000 sechost.dll          OK: module.824.df17a6d8.765b0000.dll
0x85d7a6d8 svchost.exe          0x0751d0000 schannel.DLL         OK: module.824.df17a6d8.751d0000.dll
0x85d7a6d8 svchost.exe          0x06d200000 SensApi.dll          OK: module.824.df17a6d8.6d200000.dll
0x85d7a6d8 svchost.exe          0x073bc0000 shsvcs.dll           OK: module.824.df17a6d8.73bc0000.dll
0x85d7a6d8 svchost.exe          0x074020000 nlaapi.dll           OK: module.824.df17a6d8.74020000.dll
0x85d7a6d8 svchost.exe          0x074630000 wkscli.dll           OK: module.824.df17a6d8.74630000.dll
0x85d7a6d8 svchost.exe          0x073640000 ncprov.dll           OK: module.824.df17a6d8.73640000.dll
0x85d7a6d8 svchost.exe          0x074480000 sens.dll             OK: module.824.df17a6d8.74480000.dll
0x85d7a6d8 svchost.exe          0x06e0a0000 aelupsvc.dll         OK: module.824.df17a6d8.6e0a0000.dll
0x85d7a6d8 svchost.exe          0x075480000 mswsock.dll          OK: module.824.df17a6d8.75480000.dll
0x85d7a6d8 svchost.exe          0x0756b0000 WMsgAPI.dll          OK: module.824.df17a6d8.756b0000.dll
0x85d7a6d8 svchost.exe          0x075cc0000 DEVOBJ.dll           OK: module.824.df17a6d8.75cc0000.dll
0x85d7a6d8 svchost.exe          0x0738e0000 NCObjAPI.DLL         OK: module.824.df17a6d8.738e0000.dll
0x85d7a6d8 svchost.exe          0x070ec0000 SPPC.DLL             OK: module.824.df17a6d8.70ec0000.dll
0x85d7a6d8 svchost.exe          0x074120000 profsvc.dll          OK: module.824.df17a6d8.74120000.dll
0x85d7a6d8 svchost.exe          0x073960000 samcli.dll           OK: module.824.df17a6d8.73960000.dll
0x85d7a6d8 svchost.exe          0x070f70000 wmisvc.dll           OK: module.824.df17a6d8.70f70000.dll
0x85d7a6d8 svchost.exe          0x076580000 imagehlp.dll         OK: module.824.df17a6d8.76580000.dll
0x85d7a6d8 svchost.exe          0x0751a0000 UBPM.dll             OK: module.824.df17a6d8.751a0000.dll
0x85d7a6d8 svchost.exe          0x0765d0000 OLEAUT32.dll         OK: module.824.df17a6d8.765d0000.dll
0x85d7a6d8 svchost.exe          0x0753d0000 LOGONCLI.DLL         OK: module.824.df17a6d8.753d0000.dll
0x85d7a6d8 svchost.exe          0x071ff0000 WINHTTP.dll          OK: module.824.df17a6d8.71ff0000.dll
0x85d7a6d8 svchost.exe          0x070c50000 WDSCORE.dll          OK: module.824.df17a6d8.70c50000.dll
0x85d7a6d8 svchost.exe          0x075220000 DNSAPI.dll           OK: module.824.df17a6d8.75220000.dll
0x85d7a6d8 svchost.exe          0x077830000 kernel32.dll         OK: module.824.df17a6d8.77830000.dll
0x85d7a6d8 svchost.exe          0x071e40000 SSDPAPI.dll          OK: module.824.df17a6d8.71e40000.dll
0x85d7a6d8 svchost.exe          0x075450000 netjoin.dll          OK: module.824.df17a6d8.75450000.dll
0x85d7a6d8 svchost.exe          0x075a60000 KERNELBASE.dll       OK: module.824.df17a6d8.75a60000.dll
0x85d7a6d8 svchost.exe          0x072070000 cryptnet.dll         OK: module.824.df17a6d8.72070000.dll
0x85d7a6d8 svchost.exe          0x0708f0000 hnetcfg.dll          OK: module.824.df17a6d8.708f0000.dll
0x85d7a6d8 svchost.exe          0x075680000 cryptdll.dll         OK: module.824.df17a6d8.75680000.dll
0x85d7a6d8 svchost.exe          0x070c90000 FastProx.dll         OK: module.824.df17a6d8.70c90000.dll
0x85d7a6d8 svchost.exe          0x0738b0000 wiarpc.dll           OK: module.824.df17a6d8.738b0000.dll
0x85d7a6d8 svchost.exe          0x074ec0000 wshtcpip.dll         OK: module.824.df17a6d8.74ec0000.dll
0x85d7a6d8 svchost.exe          0x0744d0000 themeservice.dll     OK: module.824.df17a6d8.744d0000.dll
0x85d7a6d8 svchost.exe          0x073ae0000 schedsvc.dll         OK: module.824.df17a6d8.73ae0000.dll
0x85d7a6d8 svchost.exe          0x077700000 LPK.dll              OK: module.824.df17a6d8.77700000.dll
0x85d7a6d8 svchost.exe          0x070ab0000 wbemcore.dll         OK: module.824.df17a6d8.70ab0000.dll
0x85d7a6d8 svchost.exe          0x070550000 wmiutils.dll         OK: module.824.df17a6d8.70550000.dll
0x85d7a6d8 svchost.exe          0x0719d0000 WINSPOOL.DRV         OK: module.824.df17a6d8.719d0000.dll
